Zona Operativa,Coordenadas del Poligono
PAV393C,"-58.5061818142,-34.6399593269,0 -58.5057065546,-34.6395086792,0 -58.5056842665,-34.6393893472,0 -58.5054904950,-34.6392806078,0 -58.5061475511,-34.6393839099,0 -58.5068545544,-34.6395112960,0 -58.5069249939,-34.6395040809,0 -58.5082361163,-34.6397746634,0 -58.5082095492,-34.6398628531,0 -58.5079522792,-34.6399057963,0 -58.5073331632,-34.6404061312,0 -58.5068707164,-34.6399975177,0 -58.5067050919,-34.6399758928,0 -58.5065137310,-34.6401211961,0 -58.5065113667,-34.6402530464,0 -58.5069438091,-34.6406573847,0 -58.5071350484,-34.6406803100,0 -58.5072778246,-34.6408086330,0 -58.5072749306,-34.6409700989,0 -58.5064186338,-34.6415987336,0 -58.5068614639,-34.6419750123,0 -58.5068580644,-34.6421646258,0 -58.5066621975,-34.6423148747,0 -58.5068031316,-34.6424383220,0 -58.5067819640,-34.6426000301,0 -58.5060413976,-34.6431784583,0 -58.5064781455,-34.6435480941,0 -58.5064747367,-34.6437381671,0 -58.5066386393,-34.6438811610,0 -58.5064400233,-34.6440363086,0 -58.5062757038,-34.6438933328,0 -58.5061256833,-34.6438706327,0 -58.5056289656,-34.6434503317,0 -58.5056308160,-34.6433384585,0 -58.5054870185,-34.6432149377,0 -58.5052770153,-34.6431992717,0 -58.5048242902,-34.6428164368,0 -58.5048481471,-34.6426631462,0 -58.5049053858,-34.6423808058,0 -58.5049113028,-34.6422798651,0 -58.5044069323,-34.6418318361,0 -58.5042706520,-34.6418249025,0 -58.5040837189,-34.6416603760,0 -58.5040755024,-34.6415384692,0 -58.5049259588,-34.6409157148,0 -58.5050682769,-34.6409137905,0 -58.5052667343,-34.6407630649,0 -58.5052685225,-34.6406634237,0 -58.5061818142,-34.6399593269,0"
PAV393D,"-58.5020051781,-34.6397085484,0 -58.5018771046,-34.6397056770,0 -58.5016475906,-34.6395568781,0 -58.5017167316,-34.6394098699,0 -58.5019781580,-34.6391956904,0 -58.5021329016,-34.6391743788,0 -58.5023557590,-34.6389988116,0 -58.5023198823,-34.6389149604,0 -58.5026687020,-34.6386675016,0 -58.5028611938,-34.6388249419,0 -58.5031941837,-34.6389256278,0 -58.5032046047,-34.6388909195,0 -58.5033994664,-34.6389337845,0 -58.5034247769,-34.6388581972,0 -58.5054572487,-34.6392473839,0 -58.5054904950,-34.6392806078,0 -58.5056842665,-34.6393893472,0 -58.5057065546,-34.6395086792,0 -58.5061818142,-34.6399593269,0 -58.5052685225,-34.6406634237,0 -58.5052667343,-34.6407630649,0 -58.5050682769,-34.6409137905,0 -58.5049259588,-34.6409157148,0 -58.5040755024,-34.6415384692,0 -58.5035902250,-34.6411010310,0 -58.5034521131,-34.6411025789,0 -58.5032450460,-34.6409192476,0 -58.5032463831,-34.6408148085,0 -58.5027736598,-34.6404030360,0 -58.5026684690,-34.6404080625,0 -58.5025020607,-34.6402604062,0 -58.5025014471,-34.6401461088,0 -58.5020051781,-34.6397085484,0"
PAV394A,"-58.4712590143,-34.6342658687,0 -58.4712374637,-34.6342145774,0 -58.4712914242,-34.6340925110,0 -58.4723856104,-34.6344454450,0 -58.4735236836,-34.6348608432,0 -58.4734832696,-34.6349491607,0 -58.4735256579,-34.6350186370,0 -58.4733229197,-34.6354919093,0 -58.4730189553,-34.6354045398,0 -58.4728336456,-34.6358372473,0 -58.4719715485,-34.6355555333,0 -58.4718874010,-34.6355711514,0 -58.4717379585,-34.6355239015,0 -58.4716932632,-34.6354292082,0 -58.4708741624,-34.6351741357,0 -58.4712590143,-34.6342658687,0"
Zona no identificada,"-58.4700886069,-34.6339394244,0 -58.4700722573,-34.6338747252,0 -58.4698606328,-34.6338129098,0 -58.4697682085,-34.6338493928,0 -58.4685781083,-34.6335014275,0 -58.4685406842,-34.6334269780,0 -58.4684075419,-34.6333895206,0 -58.4684636777,-34.6332625562,0 -58.4712240889,-34.6340707913,0 -58.4712914242,-34.6340925110,0 -58.4712374637,-34.6342145774,0 -58.4712590143,-34.6342658687,0 -58.4708741624,-34.6351741357,0 -58.4707894397,-34.6352222845,0 -58.4707412966,-34.6353292561,0 -58.4701427167,-34.6351367902,0 -58.4702157484,-34.6349689494,0 -58.4697370286,-34.6348165734,0 -58.4700886069,-34.6339394244,0"
PAV394B,"-58.4685781083,-34.6335014275,0 -58.4697682085,-34.6338493928,0 -58.4698606328,-34.6338129098,0 -58.4700722573,-34.6338747252,0 -58.4700886069,-34.6339394244,0 -58.4697370286,-34.6348165734,0 -58.4696426395,-34.6348544620,0 -58.4694347049,-34.6347888065,0 -58.4693406975,-34.6350040157,0 -58.4692619458,-34.6350362489,0 -58.4685242462,-34.6348124165,0 -58.4686758299,-34.6344907145,0 -58.4682100631,-34.6343417625,0 -58.4685781083,-34.6335014275,0"
Zona no identificada,"-58.4694347049,-34.6347888065,0 -58.4696426395,-34.6348544620,0 -58.4697370286,-34.6348165734,0 -58.4702157484,-34.6349689494,0 -58.4701427167,-34.6351367902,0 -58.4700764021,-34.6352896082,0 -58.4696082719,-34.6351497911,0 -58.4693357116,-34.6357964891,0 -58.4692079345,-34.6358442576,0 -58.4689996508,-34.6357843042,0 -58.4689600505,-34.6356979526,0 -58.4692619458,-34.6350362489,0 -58.4693406975,-34.6350040157,0 -58.4694347049,-34.6347888065,0"
PAV395A,"-58.4726565414,-34.6368629446,0 -58.4727778062,-34.6368155696,0 -58.4730137208,-34.6362738034,0 -58.4736761327,-34.6364666596,0 -58.4740997676,-34.6363112183,0 -58.4742093635,-34.6362765333,0 -58.4745551975,-34.6354367157,0 -58.4745165142,-34.6353289204,0 -58.4745667547,-34.6352415519,0 -58.4765282851,-34.6360498683,0 -58.4764674152,-34.6361917158,0 -58.4765004783,-34.6362671640,0 -58.4761530336,-34.6370389948,0 -58.4760892894,-34.6370641003,0 -58.4758898916,-34.6369890111,0 -58.4758098001,-34.6371727404,0 -58.4757290263,-34.6372061350,0 -58.4753041858,-34.6382048641,0 -58.4753243870,-34.6382864520,0 -58.4752670432,-34.6384159741,0 -58.4736192175,-34.6373298214,0 -58.4725889218,-34.6370183534,0 -58.4726565414,-34.6368629446,0"
PAV395B,"-58.4790929332,-34.6383405418,0 -58.4790498046,-34.6383997128,0 -58.4789900875,-34.6383739950,0 -58.4790343690,-34.6383118865,0 -58.4790589233,-34.6383217279,0 -58.4790809640,-34.6382886287,0 -58.4791188628,-34.6383052207,0 -58.4790967021,-34.6383353422,0 -58.4791643033,-34.6383662725,0 -58.4791859170,-34.6383449094,0 -58.4791805146,-34.6382900182,0 -58.4798565990,-34.6377585840,0 -58.4799303381,-34.6377511741,0 -58.4800470201,-34.6376421798,0 -58.4816040616,-34.6383544167,0 -58.4823394405,-34.6386938346,0 -58.4822247486,-34.6388776594,0 -58.4825202206,-34.6390161668,0 -58.4818996928,-34.6395090189,0 -58.4819005020,-34.6395730994,0 -58.4817370797,-34.6397047442,0 -58.4816632277,-34.6397150911,0 -58.4810773737,-34.6401897313,0 -58.4810584552,-34.6402513128,0 -58.4808791784,-34.6403956793,0 -58.4808051574,-34.6404229603,0 -58.4799497343,-34.6410680413,0 -58.4790844740,-34.6405274146,0 -58.4789499818,-34.6405307978,0 -58.4788251497,-34.6406228508,0 -58.4762367929,-34.6390635041,0 -58.4763594301,-34.6389753272,0 -58.4764564812,-34.6389684776,0 -58.4768525704,-34.6386626667,0 -58.4768501775,-34.6385858749,0 -58.4770310703,-34.6384423321,0 -58.4771370312,-34.6384421053,0 -58.4783231098,-34.6389690360,0 -58.4789223116,-34.6384911154,0 -58.4790141513,-34.6384818842,0 -58.4791594330,-34.6383711122,0 -58.4790929332,-34.6383405418,0"
PAV395C,"-58.4758098001,-34.6371727404,0 -58.4758898916,-34.6369890111,0 -58.4760892894,-34.6370641003,0 -58.4761530336,-34.6370389948,0 -58.4765004783,-34.6362671640,0 -58.4764674152,-34.6361917158,0 -58.4765282851,-34.6360498683,0 -58.4783702730,-34.6368751505,0 -58.4800470201,-34.6376421798,0 -58.4799303381,-34.6377511741,0 -58.4798565990,-34.6377585840,0 -58.4791805146,-34.6382900182,0 -58.4791859170,-34.6383449094,0 -58.4791643033,-34.6383662725,0 -58.4790967021,-34.6383353422,0 -58.4791188628,-34.6383052207,0 -58.4790809640,-34.6382886287,0 -58.4790589233,-34.6383217279,0 -58.4790343690,-34.6383118865,0 -58.4789900875,-34.6383739950,0 -58.4790498046,-34.6383997128,0 -58.4790929332,-34.6383405418,0 -58.4791594330,-34.6383711122,0 -58.4790141513,-34.6384818842,0 -58.4789223116,-34.6384911154,0 -58.4783231098,-34.6389690360,0 -58.4771370312,-34.6384421053,0 -58.4770310703,-34.6384423321,0 -58.4768501775,-34.6385858749,0 -58.4768525704,-34.6386626667,0 -58.4764564812,-34.6389684776,0 -58.4763594301,-34.6389753272,0 -58.4762367929,-34.6390635041,0 -58.4752670432,-34.6384159741,0 -58.4753243870,-34.6382864520,0 -58.4753041858,-34.6382048641,0 -58.4757290263,-34.6372061350,0 -58.4758098001,-34.6371727404,0"
PAV395D,"-58.4722684733,-34.6380202862,0 -58.4725854328,-34.6372767807,0 -58.4725267290,-34.6371612918,0 -58.4725889218,-34.6370183534,0 -58.4736192175,-34.6373298214,0 -58.4752670432,-34.6384159741,0 -58.4762367929,-34.6390635041,0 -58.4761307639,-34.6391568151,0 -58.4761359168,-34.6392498517,0 -58.4760654057,-34.6393064027,0 -58.4759543323,-34.6392968583,0 -58.4757881902,-34.6394287440,0 -58.4755475598,-34.6393276666,0 -58.4753866114,-34.6393596367,0 -58.4742027722,-34.6390178505,0 -58.4741429438,-34.6389093336,0 -58.4739458210,-34.6388505854,0 -58.4738184744,-34.6389034872,0 -58.4732466008,-34.6387302044,0 -58.4731949349,-34.6386267636,0 -58.4729468019,-34.6385528124,0 -58.4728186463,-34.6386037327,0 -58.4720937134,-34.6383829954,0 -58.4720410026,-34.6382831066,0 -58.4721343007,-34.6380671673,0 -58.4722684733,-34.6380202862,0"
PAV396A,"-58.5132276297,-34.6423754993,0 -58.5133753130,-34.6422611974,0 -58.5133776421,-34.6421307183,0 -58.5141911013,-34.6415237937,0 -58.5138643002,-34.6412323562,0 -58.5138669173,-34.6411197907,0 -58.5140476080,-34.6409813824,0 -58.5141755640,-34.6409898251,0 -58.5145132882,-34.6412605392,0 -58.5145142728,-34.6413791703,0 -58.5146816221,-34.6415216916,0 -58.5148121696,-34.6415332866,0 -58.5153385271,-34.6419741257,0 -58.5153605822,-34.6420989613,0 -58.5156762890,-34.6423667054,0 -58.5158121517,-34.6423961427,0 -58.5162181494,-34.6427293574,0 -58.5162621074,-34.6428620710,0 -58.5164344347,-34.6430073419,0 -58.5162477554,-34.6431398511,0 -58.5160237869,-34.6431494195,0 -58.5152697894,-34.6437232362,0 -58.5152668132,-34.6438901726,0 -58.5151245464,-34.6439984199,0 -58.5149276215,-34.6439885260,0 -58.5140471317,-34.6446493621,0 -58.5134374753,-34.6441040683,0 -58.5132548771,-34.6441018418,0 -58.5130910637,-34.6439561719,0 -58.5130768893,-34.6438199618,0 -58.5124946839,-34.6433139536,0 -58.5134022939,-34.6426407181,0 -58.5134097506,-34.6425064717,0 -58.5132276297,-34.6423754993,0"
PAV396B,"-58.5114255420,-34.6427358584,0 -58.5115983348,-34.6425890210,0 -58.5116153762,-34.6424442146,0 -58.5122707788,-34.6419425387,0 -58.5124456159,-34.6419397146,0 -58.5126076890,-34.6420841717,0 -58.5127333226,-34.6421061040,0 -58.5127637976,-34.6420807546,0 -58.5127565746,-34.6419701070,0 -58.5127398738,-34.6417142727,0 -58.5127686337,-34.6415665085,0 -58.5121346131,-34.6410213934,0 -58.5127338822,-34.6405862425,0 -58.5131265118,-34.6405997713,0 -58.5131880310,-34.6405405102,0 -58.5135522490,-34.6405587079,0 -58.5137348806,-34.6406325194,0 -58.5138842517,-34.6407563861,0 -58.5138816345,-34.6408398035,0 -58.5140476080,-34.6409813824,0 -58.5138669173,-34.6411197907,0 -58.5138643002,-34.6412323562,0 -58.5141911013,-34.6415237937,0 -58.5133776421,-34.6421307183,0 -58.5133753130,-34.6422611974,0 -58.5132276297,-34.6423754993,0 -58.5134097506,-34.6425064717,0 -58.5134022939,-34.6426407181,0 -58.5124946839,-34.6433139536,0 -58.5123681020,-34.6433124092,0 -58.5122771169,-34.6432463305,0 -58.5112311437,-34.6440559772,0 -58.5111518108,-34.6439836063,0 -58.5111356890,-34.6438521250,0 -58.5106692363,-34.6434311818,0 -58.5113981854,-34.6429181971,0 -58.5114255420,-34.6427358584,0"
PAV396C,"-58.5114523146,-34.6441291253,0 -58.5113125799,-34.6441302674,0 -58.5112311437,-34.6440559772,0 -58.5122771169,-34.6432463305,0 -58.5123681020,-34.6433124092,0 -58.5124946839,-34.6433139536,0 -58.5130768893,-34.6438199618,0 -58.5130910637,-34.6439561719,0 -58.5132548771,-34.6441018418,0 -58.5134374753,-34.6441040683,0 -58.5140471317,-34.6446493621,0 -58.5140543867,-34.6448117974,0 -58.5142350962,-34.6449721202,0 -58.5143818254,-34.6449739082,0 -58.5146228565,-34.6451838724,0 -58.5146296487,-34.6453222447,0 -58.5148075862,-34.6454802842,0 -58.5149590540,-34.6454821292,0 -58.5153445173,-34.6458215456,0 -58.5153544172,-34.6459671141,0 -58.5155342347,-34.6461277045,0 -58.5156923344,-34.6461296294,0 -58.5161316578,-34.6465350849,0 -58.5161280579,-34.6466598594,0 -58.5159708601,-34.6467764173,0 -58.5158336162,-34.6467818446,0 -58.5155064170,-34.6470166684,0 -58.5155113888,-34.6471176946,0 -58.5153925694,-34.6472060812,0 -58.5152601684,-34.6471970726,0 -58.5150020376,-34.6473841212,0 -58.5145453348,-34.6469726878,0 -58.5144306240,-34.6469666329,0 -58.5142525690,-34.6468045337,0 -58.5142269927,-34.6466838716,0 -58.5138410676,-34.6463179975,0 -58.5137232884,-34.6463230883,0 -58.5135477806,-34.6461635492,0 -58.5135423344,-34.6460343705,0 -58.5132602406,-34.6457916099,0 -58.5131479724,-34.6458002149,0 -58.5129699461,-34.6456384378,0 -58.5129579808,-34.6455230150,0 -58.5123329895,-34.6449162404,0 -58.5121821999,-34.6449222185,0 -58.5120207367,-34.6447752905,0 -58.5120095953,-34.6446567491,0 -58.5114523146,-34.6441291253,0"
PAV396D,"-58.5160237869,-34.6431494195,0 -58.5162477554,-34.6431398511,0 -58.5164344347,-34.6430073419,0 -58.5166292358,-34.6431715579,0 -58.5167448725,-34.6431967400,0 -58.5167908332,-34.6432448666,0 -58.5167557785,-34.6432781137,0 -58.5169462685,-34.6434384795,0 -58.5171127388,-34.6434968823,0 -58.5177093816,-34.6439739162,0 -58.5177197875,-34.6440921409,0 -58.5178837565,-34.6442319327,0 -58.5177745619,-34.6444290720,0 -58.5177831894,-34.6445566579,0 -58.5182350086,-34.6449744663,0 -58.5173801897,-34.6456068736,0 -58.5173801655,-34.6457340505,0 -58.5172355990,-34.6458409564,0 -58.5170778773,-34.6458335698,0 -58.5161316578,-34.6465350849,0 -58.5156923344,-34.6461296294,0 -58.5155342347,-34.6461277045,0 -58.5153544172,-34.6459671141,0 -58.5153445173,-34.6458215456,0 -58.5149590540,-34.6454821292,0 -58.5148075862,-34.6454802842,0 -58.5146296487,-34.6453222447,0 -58.5146228565,-34.6451838724,0 -58.5143818254,-34.6449739082,0 -58.5142350962,-34.6449721202,0 -58.5140543867,-34.6448117974,0 -58.5140471317,-34.6446493621,0 -58.5149276215,-34.6439885260,0 -58.5151245464,-34.6439984199,0 -58.5152668132,-34.6438901726,0 -58.5152697894,-34.6437232362,0 -58.5160237869,-34.6431494195,0"
PAV397A,"-58.5116506530,-34.6448981658,0 -58.5118484344,-34.6449073355,0 -58.5120207367,-34.6447752905,0 -58.5121821999,-34.6449222185,0 -58.5123329895,-34.6449162404,0 -58.5129579808,-34.6455230150,0 -58.5129699461,-34.6456384378,0 -58.5131479724,-34.6458002149,0 -58.5132602406,-34.6457916099,0 -58.5135423344,-34.6460343705,0 -58.5135477806,-34.6461635492,0 -58.5137232884,-34.6463230883,0 -58.5138410676,-34.6463179975,0 -58.5142269927,-34.6466838716,0 -58.5142525690,-34.6468045337,0 -58.5144306240,-34.6469666329,0 -58.5145453348,-34.6469726878,0 -58.5150020376,-34.6473841212,0 -58.5150078235,-34.6474926032,0 -58.5148375797,-34.6476274327,0 -58.5146426773,-34.6476562289,0 -58.5137837944,-34.6482718093,0 -58.5132643653,-34.6478122581,0 -58.5129812294,-34.6480017491,0 -58.5127875291,-34.6478270502,0 -58.5125302023,-34.6477680008,0 -58.5117403761,-34.6470667216,0 -58.5109595455,-34.6476432763,0 -58.5107438513,-34.6476406417,0 -58.5105662093,-34.6474790146,0 -58.5104097111,-34.6475989870,0 -58.5102093434,-34.6475892506,0 -58.5095975097,-34.6470504586,0 -58.5096252059,-34.6468834057,0 -58.5097816138,-34.6467634629,0 -58.5099792236,-34.6467658781,0 -58.5107317645,-34.6462108097,0 -58.5107703832,-34.6460047724,0 -58.5106089514,-34.6458584324,0 -58.5108031461,-34.6457093277,0 -58.5108064126,-34.6455266743,0 -58.5116506530,-34.6448981658,0"
PAV397B,"-58.5088390213,-34.6443950161,0 -58.5089896535,-34.6443841424,0 -58.5091831372,-34.6442321320,0 -58.5091924332,-34.6440752744,0 -58.5100183778,-34.6434576847,0 -58.5095713716,-34.6429950543,0 -58.5095869653,-34.6428856392,0 -58.5094067029,-34.6427229049,0 -58.5095949965,-34.6425770333,0 -58.5097781631,-34.6427423319,0 -58.5098984454,-34.6427370204,0 -58.5103819974,-34.6431875893,0 -58.5103860233,-34.6432914523,0 -58.5105361165,-34.6434271185,0 -58.5106692363,-34.6434311818,0 -58.5111356890,-34.6438521250,0 -58.5111518108,-34.6439836063,0 -58.5112311437,-34.6440559772,0 -58.5113125799,-34.6441302674,0 -58.5114523146,-34.6441291253,0 -58.5120095953,-34.6446567491,0 -58.5120207367,-34.6447752905,0 -58.5118484344,-34.6449073355,0 -58.5116506530,-34.6448981658,0 -58.5108064126,-34.6455266743,0 -58.5108031461,-34.6457093277,0 -58.5106089514,-34.6458584324,0 -58.5107703832,-34.6460047724,0 -58.5107317645,-34.6462108097,0 -58.5099792236,-34.6467658781,0 -58.5097816138,-34.6467634629,0 -58.5096211710,-34.6466166695,0 -58.5096241856,-34.6464482442,0 -58.5091025507,-34.6459797975,0 -58.5089304272,-34.6459818378,0 -58.5087789758,-34.6458298950,0 -58.5087813711,-34.6456961369,0 -58.5083136092,-34.6452904958,0 -58.5081736997,-34.6452757238,0 -58.5080270451,-34.6451406485,0 -58.5080267178,-34.6450363836,0 -58.5088390213,-34.6443950161,0"
PAV397C,"-58.5067026383,-34.6478058528,0 -58.5068750435,-34.6477827778,0 -58.5075949950,-34.6472493909,0 -58.5080697477,-34.6476547742,0 -58.5082385465,-34.6476757161,0 -58.5084140468,-34.6475414388,0 -58.5085765015,-34.6476868307,0 -58.5087260439,-34.6476886599,0 -58.5095975097,-34.6470504586,0 -58.5102093434,-34.6475892506,0 -58.5104097111,-34.6475989870,0 -58.5105662093,-34.6474790146,0 -58.5107438513,-34.6476406417,0 -58.5109595455,-34.6476432763,0 -58.5117403761,-34.6470667216,0 -58.5125302023,-34.6477680008,0 -58.5127875291,-34.6478270502,0 -58.5129812294,-34.6480017491,0 -58.5129908182,-34.6481737327,0 -58.5121150192,-34.6487654484,0 -58.5119715925,-34.6487556040,0 -58.5118132433,-34.6488739116,0 -58.5117946514,-34.6490032457,0 -58.5109462505,-34.6496387861,0 -58.5107701299,-34.6496538087,0 -58.5106362803,-34.6497263229,0 -58.5102399371,-34.6495394965,0 -58.5065847150,-34.6478975811,0 -58.5067026383,-34.6478058528,0"
PAV397D,"-58.5062288177,-34.6464108292,0 -58.5064641950,-34.6462334325,0 -58.5065988102,-34.6462405155,0 -58.5068151318,-34.6460759008,0 -58.5068199107,-34.6459316454,0 -58.5076561584,-34.6452973303,0 -58.5078270600,-34.6452968767,0 -58.5080270451,-34.6451406485,0 -58.5081736997,-34.6452757238,0 -58.5083136092,-34.6452904958,0 -58.5087813711,-34.6456961369,0 -58.5087789758,-34.6458298950,0 -58.5089304272,-34.6459818378,0 -58.5091025507,-34.6459797975,0 -58.5096241856,-34.6464482442,0 -58.5096211710,-34.6466166695,0 -58.5097816138,-34.6467634629,0 -58.5096252059,-34.6468834057,0 -58.5095975097,-34.6470504586,0 -58.5087260439,-34.6476886599,0 -58.5085765015,-34.6476868307,0 -58.5084140468,-34.6475414388,0 -58.5082385465,-34.6476757161,0 -58.5080697477,-34.6476547742,0 -58.5075949950,-34.6472493909,0 -58.5068750435,-34.6477827778,0 -58.5067026383,-34.6478058528,0 -58.5065847150,-34.6478975811,0 -58.5064644198,-34.6478435422,0 -58.5061472615,-34.6476917265,0 -58.5062275214,-34.6475826942,0 -58.5060572819,-34.6474713362,0 -58.5056768145,-34.6472512001,0 -58.5057159164,-34.6472198247,0 -58.5057021335,-34.6469221186,0 -58.5057130286,-34.6468050249,0 -58.5059200216,-34.6466355105,0 -58.5060780107,-34.6466362090,0 -58.5062395667,-34.6465134631,0 -58.5062288177,-34.6464108292,0"
PAV398,"-58.5153144335,-34.6497799422,0 -58.5154314854,-34.6497852731,0 -58.5163285508,-34.6491009096,0 -58.5163410960,-34.6489981813,0 -58.5165141099,-34.6488665128,0 -58.5166121057,-34.6488733132,0 -58.5169095446,-34.6486473452,0 -58.5169096554,-34.6485656233,0 -58.5170269385,-34.6484764432,0 -58.5171195287,-34.6484871550,0 -58.5175959056,-34.6489101948,0 -58.5179704196,-34.6486408007,0 -58.5180498720,-34.6486431239,0 -58.5182185676,-34.6487942339,0 -58.5182093502,-34.6488873415,0 -58.5185960292,-34.6492735739,0 -58.5177735500,-34.6499038775,0 -58.5177646423,-34.6500051557,0 -58.5175910182,-34.6501357262,0 -58.5174691489,-34.6501329869,0 -58.5165695134,-34.6507881109,0 -58.5165674360,-34.6509061701,0 -58.5166266545,-34.6509947087,0 -58.5165086990,-34.6511763651,0 -58.5164771500,-34.6513021334,0 -58.5157111957,-34.6518878583,0 -58.5155461700,-34.6518997582,0 -58.5154306825,-34.6520073961,0 -58.5142373767,-34.6514414559,0 -58.5143378264,-34.6513728742,0 -58.5143181847,-34.6513015149,0 -58.5143768816,-34.6512555406,0 -58.5144682721,-34.6512771567,0 -58.5146277498,-34.6511600879,0 -58.5146498505,-34.6510562181,0 -58.5155153703,-34.6504091467,0 -58.5151108835,-34.6500537944,0 -58.5151193134,-34.6499285433,0 -58.5153144335,-34.6497799422,0"
PAV399A,"-58.5187012164,-34.6512676149,0 -58.5188398291,-34.6512702607,0 -58.5190114835,-34.6511384289,0 -58.5191610510,-34.6512743766,0 -58.5193009749,-34.6512626617,0 -58.5198030560,-34.6517141436,0 -58.5206481029,-34.6510663957,0 -58.5207621912,-34.6510674393,0 -58.5209167774,-34.6509503389,0 -58.5210797409,-34.6510958314,0 -58.5212364235,-34.6510911956,0 -58.5216803446,-34.6515123713,0 -58.5216904448,-34.6516409724,0 -58.5215357362,-34.6517580182,0 -58.5214017777,-34.6517419237,0 -58.5205366279,-34.6524013899,0 -58.5205301392,-34.6525202123,0 -58.5206726879,-34.6526500575,0 -58.5205000793,-34.6527811086,0 -58.5204866213,-34.6528821741,0 -58.5196478502,-34.6535473247,0 -58.5194989446,-34.6535429801,0 -58.5192606329,-34.6537378456,0 -58.5181492453,-34.6532441573,0 -58.5181238524,-34.6532845940,0 -58.5161311273,-34.6523395816,0 -58.5162509568,-34.6522177270,0 -58.5163788707,-34.6522113972,0 -58.5171069503,-34.6525303287,0 -58.5175063844,-34.6522099820,0 -58.5176438406,-34.6521923939,0 -58.5178365313,-34.6520435015,0 -58.5178369319,-34.6519335780,0 -58.5187012164,-34.6512676149,0"
PAV399B,"-58.5175910182,-34.6501357262,0 -58.5177646423,-34.6500051557,0 -58.5177735500,-34.6499038775,0 -58.5185960292,-34.6492735739,0 -58.5187471114,-34.6492672670,0 -58.5188837349,-34.6493894523,0 -58.5188687106,-34.6494799098,0 -58.5191362065,-34.6497190274,0 -58.5192384403,-34.6497065375,0 -58.5193711547,-34.6498251334,0 -58.5193654323,-34.6498974232,0 -58.5198856436,-34.6503867708,0 -58.5199967372,-34.6503839454,0 -58.5201476823,-34.6505187423,0 -58.5201342783,-34.6505993430,0 -58.5206481029,-34.6510663957,0 -58.5198030560,-34.6517141436,0 -58.5193009749,-34.6512626617,0 -58.5191610510,-34.6512743766,0 -58.5190114835,-34.6511384289,0 -58.5188398291,-34.6512702607,0 -58.5187012164,-34.6512676149,0 -58.5178369319,-34.6519335780,0 -58.5178365313,-34.6520435015,0 -58.5176438406,-34.6521923939,0 -58.5175063844,-34.6522099820,0 -58.5171069503,-34.6525303287,0 -58.5163788707,-34.6522113972,0 -58.5162509568,-34.6522177270,0 -58.5161311273,-34.6523395816,0 -58.5154306825,-34.6520073961,0 -58.5155461700,-34.6518997582,0 -58.5157111957,-34.6518878583,0 -58.5164771500,-34.6513021334,0 -58.5165086990,-34.6511763651,0 -58.5166266545,-34.6509947087,0 -58.5165674360,-34.6509061701,0 -58.5165695134,-34.6507881109,0 -58.5174691489,-34.6501329869,0 -58.5175910182,-34.6501357262,0"
